TagDate,RecapDate,Recap_Year,Site,SiteName,Lat,Long,StatBlock,RecapL,Lt,Dt,DL
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,116,94,1,21.89
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,95,76,1,18.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,117,133,1,-15.92
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,122,111,1,10.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,118,112,1,5.97
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,130,119,1,10.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,137,136,1,0.99
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,121,1,7.96
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,134,128,1,5.97
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,125,108,1,16.91
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,136,127,1,8.95
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,126,114,1,11.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,121,109,1,11.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,122,108,1,13.93
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,122,99,1,22.89
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,143,137,1,5.97
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,117,107,1,9.95
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,117,91,1,25.87
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,122,117,1,4.97
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,141,134,1,6.96
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,125,1,3.98
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,132,132,1,0
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,144,136,1,7.96
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,130,119,1,10.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,119,110,1,8.95
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,131,132,1,-0.99
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,118,99,1,18.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,133,132,1,0.99
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,132,134,1,-1.99
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,113,96,1,16.91
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,118,1,10.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,129,1,0
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,130,120,1,9.95
